tf,họ,công cụ,N,k,ts,ALL,FORM,OOS,n,thắng%,net,t,năm+
H1,hl_range,EURCHF,20,2.5,96,-0.594,-0.379,-0.958,340,39.7,-6.34,-1.83,3/7
H1,hl_range,EURCHF,40,1.5,24,-1.143,-1.087,-1.238,2264,40.1,-1.98,-3.3,0/7
H1,hl_range,EURCHF,40,1.5,96,-1.051,-1.007,-1.124,2047,39.1,-2.02,-2.98,1/7
H1,hl_range,EURCHF,40,2.0,24,-0.485,-0.409,-0.615,994,40.3,-1.63,-1.48,2/7
H1,hl_range,EURCHF,40,2.0,96,-0.531,-0.603,-0.406,776,38.4,-2.74,-1.64,2/7
H1,hl_range,EURCHF,40,2.5,24,-0.071,-0.039,-0.124,481,45.7,-0.4,-0.22,4/7
H1,hl_range,EURCHF,40,2.5,96,-0.373,-0.47,-0.211,371,42.0,-3.61,-1.15,3/7
H1,hl_range,EURCHF,80,1.5,24,-0.811,-0.771,-0.877,2297,41.4,-1.34,-2.31,2/7
H1,hl_range,EURCHF,80,1.5,96,-0.816,-0.736,-0.945,2096,39.6,-1.53,-2.28,2/7
H1,hl_range,EURCHF,80,2.0,24,-0.418,-0.224,-0.753,1018,40.7,-1.36,-1.27,1/7
H1,hl_range,EURCHF,80,2.0,96,-0.272,-0.323,-0.184,797,38.9,-1.34,-0.83,3/7
H1,hl_range,EURCHF,80,2.5,24,-0.247,-0.311,-0.145,510,45.1,-1.35,-0.76,3/7
H1,hl_range,EURCHF,80,2.5,96,-0.506,-0.624,-0.297,392,39.8,-5.09,-1.59,1/7
H1,hl_range,GBPCHF,10,1.5,24,-0.159,0.107,-0.749,2481,42.3,-0.4,-0.49,3/7
H1,hl_range,GBPCHF,10,1.5,96,-0.088,0.132,-0.551,2313,42.5,-0.24,-0.27,3/7
H1,hl_range,GBPCHF,10,2.0,24,0.047,0.427,-0.781,1035,45.5,0.25,0.15,3/7
H1,hl_range,GBPCHF,10,2.0,96,0.197,0.367,-0.153,776,43.2,1.53,0.61,4/7
H1,hl_range,GBPCHF,10,2.5,24,-0.427,-0.218,-0.828,430,45.3,-3.49,-1.31,2/7
H1,hl_range,GBPCHF,10,2.5,96,-0.452,-0.63,-0.161,321,43.6,-7.08,-1.39,1/7
H1,hl_range,GBPCHF,20,1.5,24,-0.143,-0.031,-0.398,2241,41.9,-0.37,-0.42,2/7
H1,hl_range,GBPCHF,20,1.5,96,-0.02,0.056,-0.193,2016,41.4,-0.06,-0.06,3/7
H1,hl_range,GBPCHF,20,2.0,24,0.227,0.583,-0.558,949,46.6,1.2,0.7,5/7
H1,hl_range,GBPCHF,20,2.0,96,0.29,0.449,-0.028,703,43.7,2.59,0.89,4/7
H1,hl_range,GBPCHF,20,2.5,24,-0.342,0.12,-1.318,439,43.3,-3.12,-1.05,3/7
H1,hl_range,GBPCHF,20,2.5,96,-0.265,-0.133,-0.474,322,43.2,-4.37,-0.82,4/7
H1,hl_range,GBPCHF,40,1.5,24,0.139,0.581,-0.819,2265,43.1,0.37,0.42,4/7
H1,hl_range,GBPCHF,40,1.5,96,0.138,0.536,-0.726,2055,42.1,0.43,0.41,3/7
H1,hl_range,GBPCHF,40,2.0,24,0.454,0.718,-0.11,985,46.7,2.31,1.43,5/7
H1,hl_range,GBPCHF,40,2.0,96,0.451,0.585,0.191,754,44.7,3.77,1.39,5/7
H1,hl_range,GBPCHF,40,2.5,24,-0.201,0.179,-0.972,477,46.5,-1.69,-0.62,3/7
H1,hl_range,GBPCHF,40,2.5,96,-0.157,-0.159,-0.153,355,42.8,-2.4,-0.48,5/7
H1,hl_range,GBPCHF,80,1.5,24,-0.125,0.011,-0.455,2303,42.2,-0.32,-0.36,2/7
H1,hl_range,GBPCHF,80,1.5,96,-0.087,0.01,-0.307,2093,41.4,-0.24,-0.24,3/7
H1,hl_range,GBPCHF,80,2.0,24,0.063,0.486,-0.879,1013,46.0,0.31,0.19,4/7
H1,hl_range,GBPCHF,80,2.0,96,0.153,0.538,-0.704,804,43.0,1.18,0.48,5/7
H1,hl_range,GBPCHF,80,2.5,24,-0.016,0.199,-0.449,500,46.6,-0.14,-0.05,5/7
H1,hl_range,GBPCHF,80,2.5,96,0.297,0.299,0.295,382,44.0,4.63,0.95,5/7
H1,hl_range,EURCAD,10,1.5,24,-0.517,-0.313,-0.93,2386,42.2,-1.11,-1.52,2/7
H1,hl_range,EURCAD,10,1.5,96,-0.502,-0.336,-0.834,2201,41.2,-1.16,-1.45,2/7
H1,hl_range,EURCAD,10,2.0,24,-0.601,-0.244,-1.298,980,42.0,-2.74,-1.87,3/7
H1,hl_range,EURCAD,10,2.0,96,-0.767,-0.681,-0.95,748,39.6,-5.25,-2.37,1/7
H1,hl_range,EURCAD,10,2.5,24,-0.268,-0.261,-0.289,426,47.4,-2.04,-0.83,3/7
H1,hl_range,EURCAD,10,2.5,96,-0.341,-0.132,-0.77,324,42.9,-4.49,-1.05,2/7
H1,hl_range,EURCAD,20,1.5,24,-0.465,-0.157,-1.128,2187,42.7,-1.08,-1.36,1/7
H1,hl_range,EURCAD,20,1.5,96,-0.392,-0.172,-0.88,1957,41.5,-1.03,-1.14,2/7
H1,hl_range,EURCAD,20,2.0,24,-0.497,-0.248,-1.057,975,42.9,-2.21,-1.54,3/7
H1,hl_range,EURCAD,20,2.0,96,-0.526,-0.413,-0.747,727,39.9,-3.51,-1.62,2/7
H1,hl_range,EURCAD,20,2.5,24,-0.523,-0.316,-0.909,489,45.4,-3.51,-1.61,2/7
H1,hl_range,EURCAD,20,2.5,96,-0.303,-0.051,-0.778,365,40.5,-3.81,-0.94,3/7
H1,hl_range,EURCAD,40,1.5,24,-0.09,0.247,-0.736,2197,43.0,-0.2,-0.26,5/7
H1,hl_range,EURCAD,40,1.5,96,-0.161,0.173,-0.832,1980,41.7,-0.41,-0.46,4/7
H1,hl_range,EURCAD,40,2.0,24,-0.489,-0.197,-1.09,1012,43.2,-2.09,-1.5,1/7
H1,hl_range,EURCAD,40,2.0,96,-0.659,-0.473,-1.078,804,39.2,-4.09,-2.01,1/7
H1,hl_range,EURCAD,40,2.5,24,-0.285,-0.136,-0.616,541,46.4,-1.86,-0.89,2/7
H1,hl_range,EURCAD,40,2.5,96,-0.075,0.088,-0.382,411,42.6,-0.84,-0.23,4/7
H1,hl_range,EURCAD,80,1.5,24,-0.549,-0.28,-1.081,2188,43.2,-1.24,-1.57,1/7
H1,hl_range,EURCAD,80,1.5,96,-0.523,-0.228,-1.116,1965,42.1,-1.38,-1.51,1/7
H1,hl_range,EURCAD,80,2.0,24,-0.743,-0.428,-1.403,1063,42.1,-3.01,-2.29,1/7
H1,hl_range,EURCAD,80,2.0,96,-0.867,-0.639,-1.398,866,38.9,-5.11,-2.66,1/7
H1,hl_range,EURCAD,80,2.5,24,-0.67,-0.369,-1.283,568,43.5,-4.25,-2.06,2/7
H1,hl_range,EURCAD,80,2.5,96,-0.798,-0.505,-1.356,435,38.4,-8.58,-2.45,1/7
H1,hl_range,GBPCAD,10,1.5,24,-0.229,-0.233,-0.231,2396,41.9,-0.53,-0.66,3/7
H1,hl_range,GBPCAD,10,1.5,96,-0.261,-0.262,-0.271,2214,41.0,-0.67,-0.75,3/7
H1,hl_range,GBPCAD,10,2.0,24,-0.189,-0.196,-0.187,1005,45.7,-0.93,-0.59,3/7
H1,hl_range,GBPCAD,10,2.0,96,-0.034,0.041,-0.196,752,41.5,-0.25,-0.1,3/7
H1,hl_range,GBPCAD,10,2.5,24,-0.693,-0.649,-0.808,422,42.4,-5.16,-2.14,0/7
H1,hl_range,GBPCAD,10,2.5,96,-0.862,-0.661,-1.249,318,38.7,-12.6,-2.69,1/7
H1,hl_range,GBPCAD,20,1.5,24,-0.404,-0.352,-0.566,2185,42.1,-1.04,-1.21,1/7
H1,hl_range,GBPCAD,20,1.5,96,-0.485,-0.503,-0.48,1960,40.4,-1.44,-1.43,0/7
H1,hl_range,GBPCAD,20,2.0,24,-0.764,-0.722,-0.929,981,42.4,-3.83,-2.4,1/7
H1,hl_range,GBPCAD,20,2.0,96,-0.874,-0.801,-1.069,733,38.2,-7.13,-2.71,1/7
H1,hl_range,GBPCAD,20,2.5,24,-0.35,-0.215,-0.719,464,43.3,-2.93,-1.08,2/7
H1,hl_range,GBPCAD,20,2.5,96,-0.224,0.093,-0.854,334,42.5,-3.42,-0.69,3/7
H1,hl_range,GBPCAD,40,1.5,24,-0.215,0.08,-0.909,2226,43.3,-0.54,-0.64,2/7
H1,hl_range,GBPCAD,40,1.5,96,-0.254,0.006,-0.865,2015,42.0,-0.74,-0.75,2/7
H1,hl_range,GBPCAD,40,2.0,24,-0.465,-0.523,-0.356,1008,42.3,-2.22,-1.43,1/7
H1,hl_range,GBPCAD,40,2.0,96,-0.349,-0.523,0.018,776,38.9,-2.58,-1.05,2/7
H1,hl_range,GBPCAD,40,2.5,24,-0.512,-0.358,-0.919,513,41.7,-3.88,-1.6,2/7
H1,hl_range,GBPCAD,40,2.5,96,-0.432,-0.133,-1.071,390,39.2,-5.64,-1.31,2/7
H1,hl_range,GBPCAD,80,1.5,24,-0.608,-0.555,-0.777,2225,41.5,-1.57,-1.81,2/7
H1,hl_range,GBPCAD,80,1.5,96,-0.645,-0.501,-1.01,2027,40.4,-1.87,-1.92,1/7
H1,hl_range,GBPCAD,80,2.0,24,-0.553,-0.424,-0.876,1044,43.0,-2.4,-1.64,1/7
H1,hl_range,GBPCAD,80,2.0,96,-0.492,-0.578,-0.325,819,40.7,-3.16,-1.4,2/7
H1,hl_range,GBPCAD,80,2.5,24,-0.517,-0.361,-0.961,525,42.5,-3.89,-1.69,1/7
H1,hl_range,GBPCAD,80,2.5,96,-0.234,-0.026,-0.671,397,39.8,-3.29,-0.74,3/7
H1,hl_range,AUDCAD,10,1.5,24,-0.748,-0.635,-0.987,2010,40.8,-2.12,-2.29,2/7
H1,hl_range,AUDCAD,10,1.5,96,-0.839,-0.733,-1.062,1793,39.4,-2.58,-2.49,1/7
H1,hl_range,AUDCAD,10,2.0,24,-0.753,-0.512,-1.18,816,42.8,-4.26,-2.3,1/7
H1,hl_range,AUDCAD,10,2.0,96,-0.761,-0.47,-1.357,601,39.8,-6.86,-2.35,1/7
H1,hl_range,AUDCAD,10,2.5,24,-1.031,-0.812,-1.47,355,42.0,-9.86,-3.21,0/7
H1,hl_range,AUDCAD,10,2.5,96,-0.43,-0.56,-0.211,274,40.9,-7.47,-1.32,2/7
H1,hl_range,AUDCAD,20,1.5,24,-0.639,-0.688,-0.556,1996,42.1,-1.8,-1.92,1/7
H1,hl_range,AUDCAD,20,1.5,96,-0.711,-0.746,-0.656,1759,40.8,-2.25,-2.08,1/7
H1,hl_range,AUDCAD,20,2.0,24,-0.706,-0.556,-0.984,894,43.7,-3.78,-2.2,1/7
H1,hl_range,AUDCAD,20,2.0,96,-0.398,-0.254,-0.699,655,40.2,-3.28,-1.19,2/7
H1,hl_range,AUDCAD,20,2.5,24,-0.882,-0.683,-1.324,439,42.8,-7.34,-2.72,1/7
H1,hl_range,AUDCAD,20,2.5,96,-0.385,-0.258,-0.61,328,40.9,-5.82,-1.18,3/7
H1,hl_range,AUDCAD,40,1.5,24,-0.828,-0.763,-0.944,2045,41.7,-2.31,-2.44,1/7
H1,hl_range,AUDCAD,40,1.5,96,-0.882,-0.81,-1.006,1827,40.5,-2.72,-2.53,1/7
H1,hl_range,AUDCAD,40,2.0,24,-0.857,-0.611,-1.311,912,42.4,-4.49,-2.66,0/7
H1,hl_range,AUDCAD,40,2.0,96,-0.562,-0.194,-1.286,689,41.1,-4.29,-1.7,3/7
H1,hl_range,AUDCAD,40,2.5,24,-0.815,-0.676,-1.123,473,43.6,-6.2,-2.52,1/7
H1,hl_range,AUDCAD,40,2.5,96,-0.719,-0.821,-0.539,366,39.3,-10.32,-2.2,2/7
H1,hl_range,AUDCAD,80,1.5,24,-0.566,-0.665,-0.391,2080,42.4,-1.47,-1.64,3/7
H1,hl_range,AUDCAD,80,1.5,96,-0.572,-0.623,-0.485,1863,40.6,-1.7,-1.64,3/7
H1,hl_range,AUDCAD,80,2.0,24,-0.474,-0.387,-0.619,944,43.6,-2.46,-1.44,1/7
H1,hl_range,AUDCAD,80,2.0,96,-0.59,-0.374,-0.971,734,39.2,-4.45,-1.77,2/7
H1,hl_range,AUDCAD,80,2.5,24,-0.917,-0.547,-1.614,493,40.6,-7.02,-2.76,1/7
H1,hl_range,AUDCAD,80,2.5,96,-0.754,-0.598,-1.112,386,40.9,-10.03,-2.29,1/7
H1,hl_range,NZDCAD,10,1.5,24,-0.815,-0.879,-0.703,2018,40.4,-2.37,-2.45,0/7
H1,hl_range,NZDCAD,10,1.5,96,-0.833,-0.823,-0.862,1791,39.5,-2.7,-2.46,0/7
H1,hl_range,NZDCAD,10,2.0,24,-0.535,-0.27,-1.067,811,45.4,-3.02,-1.66,2/7
H1,hl_range,NZDCAD,10,2.0,96,-0.417,-0.426,-0.404,584,39.2,-4.09,-1.28,1/7
H1,hl_range,NZDCAD,10,2.5,24,-0.527,-0.552,-0.488,338,43.5,-5.07,-1.63,3/7
H1,hl_range,NZDCAD,10,2.5,96,-0.465,-0.709,-0.017,257,41.6,-9.22,-1.41,2/7
H1,hl_range,NZDCAD,20,1.5,24,-0.711,-0.802,-0.538,2023,40.3,-2.05,-2.11,1/7
H1,hl_range,NZDCAD,20,1.5,96,-0.592,-0.628,-0.531,1773,40.1,-2.02,-1.74,1/7
H1,hl_range,NZDCAD,20,2.0,24,-0.744,-0.51,-1.265,875,43.2,-4.08,-2.33,1/7
H1,hl_range,NZDCAD,20,2.0,96,-0.508,-0.655,-0.243,649,38.1,-4.42,-1.57,2/7
H1,hl_range,NZDCAD,20,2.5,24,-0.371,-0.286,-0.539,404,43.8,-3.29,-1.14,1/7
H1,hl_range,NZDCAD,20,2.5,96,-0.336,-0.651,0.19,303,39.6,-5.69,-1.04,3/7
H1,hl_range,NZDCAD,40,1.5,24,-0.995,-1.195,-0.622,2039,38.9,-2.9,-2.97,1/7
H1,hl_range,NZDCAD,40,1.5,96,-0.962,-1.205,-0.507,1811,38.3,-3.2,-2.78,2/7
H1,hl_range,NZDCAD,40,2.0,24,-0.519,-0.126,-1.277,904,42.8,-2.78,-1.57,2/7
H1,hl_range,NZDCAD,40,2.0,96,-0.021,0.226,-0.455,682,39.6,-0.17,-0.06,2/7
H1,hl_range,NZDCAD,40,2.5,24,-0.378,-0.256,-0.632,457,44.0,-3.01,-1.18,3/7
H1,hl_range,NZDCAD,40,2.5,96,-0.475,-0.57,-0.31,357,37.8,-7.1,-1.48,2/7
H1,hl_range,NZDCAD,80,1.5,24,-0.898,-1.189,-0.335,2112,40.5,-2.45,-2.66,2/7
H1,hl_range,NZDCAD,80,1.5,96,-0.769,-1.074,-0.2,1888,39.7,-2.49,-2.28,2/7
H1,hl_range,NZDCAD,80,2.0,24,-0.599,-0.321,-1.121,929,42.0,-3.08,-1.81,2/7
H1,hl_range,NZDCAD,80,2.0,96,-0.16,0.092,-0.603,723,38.9,-1.22,-0.48,3/7
H1,hl_range,NZDCAD,80,2.5,24,-0.343,-0.322,-0.388,482,45.2,-2.73,-1.03,3/7
H1,hl_range,NZDCAD,80,2.5,96,-0.299,-0.553,0.188,384,39.3,-4.28,-0.92,2/7
H1,hl_range,CADJPY,10,1.5,24,0.54,1.023,-0.308,2048,42.8,2.03,1.61,5/7
H1,hl_range,CADJPY,10,1.5,96,0.629,1.158,-0.274,1820,43.1,2.76,1.87,5/7
H1,hl_range,CADJPY,10,2.0,24,0.112,0.509,-0.646,937,46.1,0.78,0.35,2/7
H1,hl_range,CADJPY,10,2.0,96,0.209,0.295,0.045,686,42.6,2.31,0.65,4/7
H1,hl_range,CADJPY,10,2.5,24,0.091,0.686,-1.013,417,49.6,1.08,0.28,5/7
H1,hl_range,CADJPY,10,2.5,96,-0.434,0.069,-1.266,313,41.2,-9.38,-1.35,2/7
H1,hl_range,CADJPY,20,1.5,24,0.243,0.336,0.068,2042,42.9,0.91,0.71,4/7
H1,hl_range,CADJPY,20,1.5,96,0.101,0.186,-0.053,1818,42.6,0.44,0.29,4/7
H1,hl_range,CADJPY,20,2.0,24,0.134,0.47,-0.505,997,45.9,0.89,0.41,4/7
H1,hl_range,CADJPY,20,2.0,96,0.037,0.079,-0.035,744,42.2,0.39,0.11,4/7
H1,hl_range,CADJPY,20,2.5,24,0.234,0.776,-0.802,516,49.2,2.43,0.72,3/7
H1,hl_range,CADJPY,20,2.5,96,-0.084,0.209,-0.594,381,41.7,-1.57,-0.26,4/7
H1,hl_range,CADJPY,40,1.5,24,0.235,0.545,-0.345,2107,42.9,0.84,0.68,4/7
H1,hl_range,CADJPY,40,1.5,96,0.008,0.485,-0.868,1881,41.6,0.03,0.02,4/7
H1,hl_range,CADJPY,40,2.0,24,0.061,0.331,-0.478,1020,45.7,0.4,0.19,4/7
H1,hl_range,CADJPY,40,2.0,96,0.06,0.007,0.165,762,42.1,0.62,0.18,3/7
H1,hl_range,CADJPY,40,2.5,24,0.209,0.775,-0.842,549,48.3,2.01,0.65,4/7
H1,hl_range,CADJPY,40,2.5,96,0.118,0.511,-0.562,409,40.8,2.12,0.37,2/7
H1,hl_range,CADJPY,80,1.5,24,0.24,0.54,-0.347,2130,43.1,0.86,0.7,4/7
H1,hl_range,CADJPY,80,1.5,96,0.205,0.529,-0.413,1893,42.3,0.83,0.59,4/7
H1,hl_range,CADJPY,80,2.0,24,0.209,0.489,-0.396,1048,46.5,1.33,0.62,4/7
H1,hl_range,CADJPY,80,2.0,96,0.093,-0.074,0.466,813,42.6,0.93,0.28,4/7
H1,hl_range,CADJPY,80,2.5,24,0.079,0.495,-0.649,567,48.0,0.75,0.24,3/7
H1,hl_range,CADJPY,80,2.5,96,0.277,0.456,-0.015,429,44.5,4.62,0.84,6/7
H1,hl_range,EURUSD,10,1.5,24,-0.521,-0.715,-0.193,3155,40.9,-0.97,-1.53,1/7
H1,hl_range,EURUSD,10,1.5,96,-0.65,-0.829,-0.339,2961,40.0,-1.27,-1.86,1/7
H1,hl_range,EURUSD,10,2.0,24,-0.173,-0.401,0.248,1402,46.1,-0.64,-0.53,2/7
H1,hl_range,EURUSD,10,2.0,96,-0.139,-0.294,0.158,1075,41.4,-0.76,-0.42,2/7
H1,hl_range,EURUSD,10,2.5,24,0.1,0.179,-0.049,646,50.6,0.61,0.31,4/7
H1,hl_range,EURUSD,10,2.5,96,0.117,0.558,-0.766,472,45.6,1.32,0.36,5/7
H1,hl_range,EURUSD,20,1.5,24,-0.628,-0.76,-0.38,3037,42.0,-1.19,-1.84,3/7
H1,hl_range,EURUSD,20,1.5,96,-0.614,-0.816,-0.242,2793,41.3,-1.26,-1.77,3/7
H1,hl_range,EURUSD,20,2.0,24,-0.045,0.12,-0.339,1463,46.7,-0.15,-0.13,4/7
H1,hl_range,EURUSD,20,2.0,96,-0.174,-0.225,-0.081,1149,42.5,-0.88,-0.52,4/7
H1,hl_range,EURUSD,20,2.5,24,-0.037,-0.109,0.101,778,46.1,-0.2,-0.11,4/7
H1,hl_range,EURUSD,20,2.5,96,-0.018,-0.118,0.192,588,42.3,-0.18,-0.06,2/7
H1,hl_range,EURUSD,40,1.5,24,-0.622,-0.553,-0.756,2989,42.6,-1.19,-1.81,2/7
H1,hl_range,EURUSD,40,1.5,96,-0.682,-0.645,-0.756,2749,40.9,-1.43,-1.95,1/7
H1,hl_range,EURUSD,40,2.0,24,-0.349,-0.246,-0.567,1456,44.4,-1.15,-1.04,2/7
H1,hl_range,EURUSD,40,2.0,96,-0.258,-0.154,-0.459,1152,40.5,-1.32,-0.77,3/7
H1,hl_range,EURUSD,40,2.5,24,-0.463,-0.458,-0.475,821,43.4,-2.34,-1.42,2/7
H1,hl_range,EURUSD,40,2.5,96,-0.167,-0.253,-0.004,641,40.4,-1.45,-0.52,1/7
H1,hl_range,EURUSD,80,1.5,24,-0.565,-0.573,-0.557,2892,42.6,-1.08,-1.64,1/7
H1,hl_range,EURUSD,80,1.5,96,-0.542,-0.654,-0.334,2644,40.6,-1.18,-1.54,0/7
H1,hl_range,EURUSD,80,2.0,24,-0.317,-0.473,-0.027,1427,44.3,-1.06,-0.95,4/7
H1,hl_range,EURUSD,80,2.0,96,-0.206,-0.36,0.081,1151,40.1,-1.07,-0.62,3/7
H1,hl_range,EURUSD,80,2.5,24,-0.71,-0.497,-1.134,809,43.1,-3.54,-2.15,1/7
H1,hl_range,EURUSD,80,2.5,96,-0.584,-0.504,-0.755,643,38.1,-5.16,-1.79,2/7
H1,hl_range,GBPUSD,10,1.5,24,-0.729,-0.76,-0.697,3363,40.7,-1.52,-2.08,2/7
H1,hl_range,GBPUSD,10,1.5,96,-0.743,-0.797,-0.659,3191,40.4,-1.63,-2.08,2/7
H1,hl_range,GBPUSD,10,2.0,24,-0.209,-0.107,-0.467,1433,44.1,-0.92,-0.64,4/7
H1,hl_range,GBPUSD,10,2.0,96,-0.228,-0.151,-0.422,1124,40.5,-1.44,-0.7,3/7
H1,hl_range,GBPUSD,10,2.5,24,0.031,0.271,-0.58,652,47.1,0.23,0.1,3/7
H1,hl_range,GBPUSD,10,2.5,96,0.032,0.357,-0.604,480,42.5,0.4,0.1,4/7
H1,hl_range,GBPUSD,20,1.5,24,-0.729,-0.726,-0.766,3267,40.4,-1.59,-2.16,2/7
H1,hl_range,GBPUSD,20,1.5,96,-0.68,-0.615,-0.876,3040,39.2,-1.66,-1.96,0/7
H1,hl_range,GBPUSD,20,2.0,24,-0.268,-0.199,-0.459,1470,43.9,-1.13,-0.81,2/7
H1,hl_range,GBPUSD,20,2.0,96,-0.181,-0.178,-0.196,1128,41.6,-1.13,-0.54,2/7
H1,hl_range,GBPUSD,20,2.5,24,-0.394,-0.366,-0.521,774,45.1,-2.65,-1.22,3/7
H1,hl_range,GBPUSD,20,2.5,96,-0.302,-0.221,-0.52,579,42.0,-3.54,-0.95,2/7
H1,hl_range,GBPUSD,40,1.5,24,-1.05,-1.001,-1.179,3183,40.0,-2.21,-2.9,1/7
H1,hl_range,GBPUSD,40,1.5,96,-0.922,-0.784,-1.253,2947,39.2,-2.21,-2.58,1/7
H1,hl_range,GBPUSD,40,2.0,24,-0.081,-0.001,-0.272,1460,43.6,-0.33,-0.23,4/7
H1,hl_range,GBPUSD,40,2.0,96,-0.087,-0.033,-0.206,1154,40.6,-0.51,-0.24,3/7
H1,hl_range,GBPUSD,40,2.5,24,-0.067,-0.042,-0.135,773,45.5,-0.43,-0.21,4/7
H1,hl_range,GBPUSD,40,2.5,96,-0.244,-0.389,0.067,584,42.6,-2.74,-0.74,3/7
H1,hl_range,GBPUSD,80,1.5,24,-0.849,-0.83,-0.917,3092,40.2,-1.87,-2.43,0/7
H1,hl_range,GBPUSD,80,1.5,96,-0.724,-0.675,-0.847,2843,39.3,-1.78,-2.03,0/7
H1,hl_range,GBPUSD,80,2.0,24,-0.423,-0.354,-0.593,1401,43.5,-1.77,-1.25,3/7
H1,hl_range,GBPUSD,80,2.0,96,-0.473,-0.491,-0.453,1137,40.3,-2.91,-1.37,2/7
H1,hl_range,GBPUSD,80,2.5,24,-0.219,-0.298,-0.04,757,46.0,-1.44,-0.65,4/7
H1,hl_range,GBPUSD,80,2.5,96,-0.068,-0.004,-0.21,585,44.1,-0.75,-0.2,4/7
H1,hl_range,USDCHF,10,1.5,24,-0.866,-0.813,-0.949,2932,40.0,-1.84,-2.52,2/7
H1,hl_range,USDCHF,10,1.5,96,-0.833,-0.799,-0.887,2757,39.5,-1.85,-2.33,2/7
H1,hl_range,USDCHF,10,2.0,24,0.011,-0.192,0.351,1279,45.2,0.05,0.03,5/7
H1,hl_range,USDCHF,10,2.0,96,0.074,-0.158,0.467,989,44.0,0.45,0.22,4/7
H1,hl_range,USDCHF,10,2.5,24,0.676,0.819,0.426,563,53.1,5.16,2.09,7/7
H1,hl_range,USDCHF,10,2.5,96,0.543,0.496,0.625,423,49.9,7.18,1.68,7/7
H1,hl_range,USDCHF,20,1.5,24,-1.384,-1.324,-1.474,2780,38.7,-3.09,-4.12,0/7
H1,hl_range,USDCHF,20,1.5,96,-1.25,-1.136,-1.417,2574,38.0,-3.04,-3.66,0/7
H1,hl_range,USDCHF,20,2.0,24,-0.285,-0.246,-0.345,1302,43.2,-1.22,-0.87,1/7
H1,hl_range,USDCHF,20,2.0,96,-0.068,-0.186,0.118,1006,40.2,-0.41,-0.2,4/7
H1,hl_range,USDCHF,20,2.5,24,0.105,0.45,-0.422,631,48.3,0.73,0.32,5/7
H1,hl_range,USDCHF,20,2.5,96,0.081,0.245,-0.176,476,46.6,0.96,0.25,4/7
H1,hl_range,USDCHF,40,1.5,24,-1.457,-1.25,-1.772,2739,39.0,-3.26,-4.31,0/7
H1,hl_range,USDCHF,40,1.5,96,-1.312,-1.174,-1.515,2515,38.1,-3.2,-3.79,0/7
H1,hl_range,USDCHF,40,2.0,24,-0.404,-0.013,-1.019,1281,43.2,-1.7,-1.23,3/7
H1,hl_range,USDCHF,40,2.0,96,0.016,0.163,-0.197,1013,40.8,0.1,0.05,3/7
H1,hl_range,USDCHF,40,2.5,24,0.129,0.36,-0.24,658,48.9,0.88,0.4,4/7
H1,hl_range,USDCHF,40,2.5,96,-0.008,0.208,-0.349,510,44.3,-0.09,-0.02,3/7
H1,hl_range,USDCHF,80,1.5,24,-1.692,-1.472,-2.03,2754,40.0,-3.64,-4.92,0/7
H1,hl_range,USDCHF,80,1.5,96,-1.565,-1.354,-1.888,2548,39.0,-3.72,-4.45,0/7
H1,hl_range,USDCHF,80,2.0,24,-0.681,-0.577,-0.839,1309,42.0,-2.73,-2.08,0/7
H1,hl_range,USDCHF,80,2.0,96,-0.354,-0.302,-0.428,1061,38.7,-2.12,-1.07,1/7
H1,hl_range,USDCHF,80,2.5,24,0.196,0.389,-0.098,674,47.6,1.31,0.6,4/7
H1,hl_range,USDCHF,80,2.5,96,0.168,0.148,0.199,532,44.5,1.82,0.51,4/7
M30,gap_fade,EURGBP,14,0.3,48,-0.248,-0.187,-0.425,641,49.6,-1.14,-0.76,2/7
M30,gap_fade,EURGBP,14,0.3,192,0.392,0.569,-0.003,511,54.6,3.22,1.21,4/7
M30,gap_fade,EURGBP,14,0.5,48,0.046,-0.193,0.581,232,49.6,0.4,0.14,4/7
M30,gap_fade,EURGBP,14,0.5,192,0.192,0.233,0.11,197,49.7,3.19,0.59,4/7
M30,gap_fade,EURGBP,14,0.8,48,-0.195,-0.388,0.178,73,52.1,-2.78,-0.6,4/7
M30,gap_fade,EURGBP,14,0.8,192,-0.446,-0.482,-0.385,64,43.8,-14.07,-1.38,2/7
M30,gap_fade,EURGBP,24,0.3,48,-0.242,-0.106,-0.602,606,50.3,-1.14,-0.74,2/7
M30,gap_fade,EURGBP,24,0.3,192,0.277,0.5,-0.199,486,53.9,2.33,0.85,4/7
M30,gap_fade,EURGBP,24,0.5,48,-0.052,-0.325,0.554,223,48.9,-0.46,-0.16,4/7
M30,gap_fade,EURGBP,24,0.5,192,0.112,0.069,0.213,190,49.5,1.97,0.34,5/7
M30,gap_fade,EURGBP,24,0.8,48,-0.27,-0.493,0.155,74,50.0,-3.77,-0.84,4/7
M30,gap_fade,EURGBP,24,0.8,192,-0.593,-0.551,-0.717,63,41.3,-18.69,-1.86,0/7
M30,gap_fade,EURGBP,48,0.3,48,-0.151,0.047,-0.659,587,50.8,-0.73,-0.47,2/7
M30,gap_fade,EURGBP,48,0.3,192,0.251,0.551,-0.388,468,53.4,2.17,0.77,4/7
M30,gap_fade,EURGBP,48,0.5,48,-0.099,-0.407,0.581,216,48.6,-0.89,-0.3,4/7
M30,gap_fade,EURGBP,48,0.5,192,0.103,0.052,0.219,185,51.4,1.84,0.32,5/7
